id,slang_term,context_sentence,neutral_expression,neutral_paraphrase,neutral_sentence,neutral_alternatives,category,source_type,source_name,source_url,confidence,review_status,notes
kgmerge015,Tight,He's tight about what happened.,Angry or frustrated,Angry or frustrated.,He's Angry or frustrated about what happened.,,emotion,external_dataset,Kaggle: Gen Z words and Phrases Dataset,https://www.kaggle.com/datasets/tawfiayeasmin/gen-z-words-and-phrases-dataset,medium,external_selected_kaggle_curated,popularity=Medium
ex043,cheugy,That slogan feels kind of cheugy now.,outdated in an uncool way,outdated in an uncool way,That slogan feels kind of outdated in an uncool way now.,,appearance_style,manual_expansion,project_manual_annotation,,high,manual_seed,Trend-related adjective
kgmerge006,Gassed Up,I'm so gassed up for the concert.,Feeling excited or confident,Feeling excited or confident.,I'm so Feeling excited or confident for the concert.,,emotion,external_dataset,Kaggle: Gen Z words and Phrases Dataset,https://www.kaggle.com/datasets/tawfiayeasmin/gen-z-words-and-phrases-dataset,medium,external_selected_kaggle_curated,popularity=Medium
ext0035,2EZ,That exam was 2EZ!,too easy,Too easy,That exam was too easy!,,intensifier,external_dataset,MLBtrio/genz-slang-dataset,https://huggingface.co/datasets/MLBtrio/genz-slang-dataset,high,external_selected_auto,Used to describe something as very simple or easy to accomplish.
ex013,pressed,Why are you so pressed about a small comment?,upset,upset,Why are you so upset about a small comment?,,emotion,demo_seed,project_manual_annotation,,high,manual_seed,Emotion adjective
kgmerge011,Normalize,We need to normalize self-care.,Make something the norm,Make something the norm.,We need to Make something the norm self-care.,,other,external_dataset,Kaggle: Gen Z words and Phrases Dataset,https://www.kaggle.com/datasets/tawfiayeasmin/gen-z-words-and-phrases-dataset,high,external_selected_kaggle_curated,popularity=High
ext0027,MTE,That was so unnecessary! MTE.,my thoughts exactly,My Thoughts Exactly,That was so unnecessary! my thoughts exactly.,,agreement_discourse,external_dataset,MLBtrio/genz-slang-dataset,https://huggingface.co/datasets/MLBtrio/genz-slang-dataset,high,external_selected_auto,Used to express agreement with someone else’s statement.
kgmerge013,Shooketh,I am shooketh by that twist.,Extremely shocked,Extremely shocked.,I am Extremely shocked by that twist.,,emotion,external_dataset,Kaggle: Gen Z words and Phrases Dataset,https://www.kaggle.com/datasets/tawfiayeasmin/gen-z-words-and-phrases-dataset,medium,external_selected_kaggle_curated,popularity=Medium
ex046,locked in,She has been locked in since finals season started.,fully focused,fully focused,She has been fully focused since finals season started.,,action_event,manual_expansion,project_manual_annotation,,high,manual_seed,Phrase-level slang
ext0010,I oop,She spilled her drink on her dress and I oop!,awkward surprise,"Used to express shock, embarrassment, and or amusement.",She spilled her drink on her dress and awkward surprise!,,emotion,external_dataset,MLBtrio/genz-slang-dataset,https://huggingface.co/datasets/MLBtrio/genz-slang-dataset,high,external_selected_auto,"Popularized by meme culture, often used humorously when something unexpected happens."
ext0011,Sksksk,I spilled my drink sksksk.,excited laughter,Used to convey happiness/laughter,I spilled my drink excited laughter.,,emotion,external_dataset,MLBtrio/genz-slang-dataset,https://huggingface.co/datasets/MLBtrio/genz-slang-dataset,high,external_selected_auto,"Often associated with VSCO girl culture, it’s used in casual, playful conversation."
kgmerge001,Bounce,"I'm bouncing, see you later.",leave or exit,To leave or exit.,"I'm bouncing, see you later. Meaning: leave or exit.",,action_event,external_dataset,Kaggle: Gen Z words and Phrases Dataset,https://www.kaggle.com/datasets/tawfiayeasmin/gen-z-words-and-phrases-dataset,medium,external_selected_kaggle_curated,popularity=Medium
ext0003,Woke,He’s really woke about climate change.,politically aware,being politically aware,He’s really politically aware about climate change.,,other,external_dataset,MLBtrio/genz-slang-dataset,https://huggingface.co/datasets/MLBtrio/genz-slang-dataset,high,external_selected_auto,"Originally used in activist circles, it has since been co-opted and sometimes used sarcastically."
kgmerge009,Hypebeast,He's such a hypebeast.,"Someone obsessed with fashion, especially streetwear","Someone obsessed with fashion, especially streetwear.","He's such a Someone obsessed with fashion, especially streetwear.",,appearance_style,external_dataset,Kaggle: Gen Z words and Phrases Dataset,https://www.kaggle.com/datasets/tawfiayeasmin/gen-z-words-and-phrases-dataset,medium,external_selected_kaggle_curated,popularity=High
ex022,salty,He is still salty about getting cut from the team.,bitter,bitter,He is still bitter about getting cut from the team.,,emotion,manual_expansion,project_manual_annotation,,high,manual_seed,Emotion adjective
ex030,deadass,I deadass forgot the assignment was due tonight.,seriously,seriously,I seriously forgot the assignment was due tonight.,,intensifier,manual_expansion,project_manual_annotation,,high,manual_seed,Adverbial intensifier
kgmerge003,DM,I'll DM you the details.,direct message,Direct Message on social media.,I'll direct message you the details.,,online,external_dataset,Kaggle: Gen Z words and Phrases Dataset,https://www.kaggle.com/datasets/tawfiayeasmin/gen-z-words-and-phrases-dataset,high,external_selected_kaggle_curated,popularity=High
ex035,touch grass,You need to touch grass after posting all day.,go outside and reconnect with real life,go outside and reconnect with real life,You need to go outside and reconnect with real life after posting all day.,,online,manual_expansion,project_manual_annotation,,high,manual_seed_neutral_sentence_review,Imperative phrase
ext0008,Periodt,"That’s the best movie of all time, periodt.",definitely,Used to add emphasis to something,"That’s the best movie of all time, definitely.",,intensifier,external_dataset,MLBtrio/genz-slang-dataset,https://huggingface.co/datasets/MLBtrio/genz-slang-dataset,high,external_selected_auto,"Often used to add emphasis to a statement, signaling that there’s no further debate."
ex026,tea,Spill the tea about what happened after the meeting.,gossip,gossip,Spill the gossip about what happened after the meeting.,,dating_social,manual_expansion,project_manual_annotation,,high,manual_seed,Noun usage
ext0025,GN,"It’s late, GN!",Good Night,Good Night,"It’s late, Good Night!",,online,external_dataset,MLBtrio/genz-slang-dataset,https://huggingface.co/datasets/MLBtrio/genz-slang-dataset,high,external_selected_auto,Commonly used in texting or online chats when saying goodbye before bed.
ex051,snatched,Her eyeliner looked snatched in those photos.,perfectly done,perfectly done,Her eyeliner looked perfectly done in those photos.,,appearance_style,manual_expansion,project_manual_annotation,,high,manual_seed,Appearance compliment
ex044,ick,The way he chews gives me the ick.,a feeling of sudden disgust,a feeling of sudden disgust,The way he chews gives me the a feeling of sudden disgust.,,dating_social,manual_expansion,project_manual_annotation,,high,manual_seed,Noun phrase
ext0018,G2G,"Sorry, G2G! Talk later!",got to go,Got to go,"Sorry, got to go! Talk later!",,online,external_dataset,MLBtrio/genz-slang-dataset,https://huggingface.co/datasets/MLBtrio/genz-slang-dataset,high,external_selected_auto,Frequently used in text messaging or online chats to quickly exit a conversation.
ext0036,AFPOE,I need AFPOE to review this document.,A fresh pair of eyes,A fresh pair of eyes,I need A fresh pair of eyes to review this document.,,agreement_discourse,external_dataset,MLBtrio/genz-slang-dataset,https://huggingface.co/datasets/MLBtrio/genz-slang-dataset,high,external_selected_auto,Refers to asking someone who hasn’t seen the project or work to give new feedback or perspective.
ex029,finna,I am finna leave once this lecture ends.,about to,about to,I am about to leave once this lecture ends.,,action_event,manual_expansion,project_manual_annotation,,high,manual_seed,Future marker
ex057,ate that,She ate that answer in the interview.,did that extremely well,did that extremely well,She did that extremely well answer in the interview.,,performance,manual_expansion,project_manual_annotation,,high,manual_seed,Phrase-level positive evaluation
kgmerge002,Cancelled,She got cancelled after that post.,Publicly denounced and rejected,Publicly denounced and rejected.,She got Publicly denounced and rejected after that post.,,other,external_dataset,Kaggle: Gen Z words and Phrases Dataset,https://www.kaggle.com/datasets/tawfiayeasmin/gen-z-words-and-phrases-dataset,high,external_selected_kaggle_curated,popularity=High
ex056,its giving,That outfit is giving early-2000s pop star.,it resembles,it resembles,That outfit resembles an early-2000s pop star.,,appearance_style,manual_expansion,project_manual_annotation,,high,manual_seed,Phrase-level comparison
ex050,go off,"When he started talking about music theory, he really went off.",spoke passionately at length,spoke passionately at length,"When he started talking about music theory, he spoke passionately at length.",,action_event,manual_expansion,project_manual_annotation,,high,manual_seed,Phrase-level slang
ex036,yapping,He kept yapping during the movie.,talking too much,talking too much,He kept talking too much during the movie.,,action_event,manual_expansion,project_manual_annotation,,high,manual_seed,Verb form
ext0023,CUL8R,"Got to go, CUL8R!",See You Later,See You Later,"Got to go, See You Later!",,online,external_dataset,MLBtrio/genz-slang-dataset,https://huggingface.co/datasets/MLBtrio/genz-slang-dataset,high,external_selected_auto,Common in texting or online messaging.
ex008,ghosted,She ghosted me after our second date.,suddenly stopped replying,suddenly stopped replying,She suddenly stopped replying after our second date.,,dating_social,demo_seed,project_manual_annotation,,high,manual_seed,Action in context
ex048,aura,Missing that easy layup cost him aura.,social prestige,social prestige,Missing that easy layup cost him social prestige.,,other,manual_expansion,project_manual_annotation,,high,manual_seed,Noun usage
ext0022,CU,"It was fun hanging out, CU later!",See You,See You,"It was fun hanging out, See You later!",,online,external_dataset,MLBtrio/genz-slang-dataset,https://huggingface.co/datasets/MLBtrio/genz-slang-dataset,high,external_selected_auto,Frequently used in online chats or texts as a casual farewell.
ext0002,TFW,TFW you finish a big project and can finally relax,that feeling when,That feeling when,that feeling when you finish a big project and can finally relax,,emotion,external_dataset,MLBtrio/genz-slang-dataset,https://huggingface.co/datasets/MLBtrio/genz-slang-dataset,high,external_selected_auto,"Often paired with an image or caption to convey an emotion or experience, mostly used in memes."
ex019,bet,"Bet, I will send you the notes tonight.",okay,okay,"okay, I will send you the notes tonight.",,agreement_discourse,demo_seed,project_manual_annotation,,high,manual_seed,Agreement marker
ex023,based,That was a based take in class today.,admirably bold,admirably bold,That was an admirably bold take in class today.,,judgment,manual_expansion,project_manual_annotation,,high,manual_seed,Positive evaluative slang
ext0024,GG,"That was a tough match, GG!",good game,Good Game,"That was a tough match, good game!",,judgment,external_dataset,MLBtrio/genz-slang-dataset,https://huggingface.co/datasets/MLBtrio/genz-slang-dataset,high,external_selected_auto,Frequently used in gaming culture to acknowledge a well-played game.
