id,slang_term,context_sentence,neutral_expression,neutral_paraphrase,neutral_sentence,neutral_alternatives,category,source_type,source_name,source_url,confidence,review_status,notes
kgmerge016,Unbothered,She's completely unbothered by the hate.,Not caring; unaffected,Not caring; unaffected.,She's completely Not caring; unaffected by the hate.,,other,external_dataset,Kaggle: Gen Z words and Phrases Dataset,https://www.kaggle.com/datasets/tawfiayeasmin/gen-z-words-and-phrases-dataset,high,external_selected_kaggle_curated,popularity=High
ex024,simp,He turned into a simp the second she texted back.,overly devoted admirer,overly devoted admirer,He turned into a overly devoted admirer the second she texted back.,,dating_social,manual_expansion,project_manual_annotation,,high,manual_seed,Noun usage
ext0012,Vibe Check,Vibe check: Are you good?,mood check,To check one's personality or attitude,mood check: Are you good?,,emotion,external_dataset,MLBtrio/genz-slang-dataset,https://huggingface.co/datasets/MLBtrio/genz-slang-dataset,high,external_selected_auto,Often used in casual settings to gauge how someone is feeling or what the general atmosphere is.
ex049,serve,She served at the showcase last night.,performed stylishly and impressively,performed stylishly and impressively,She performed stylishly and impressively at the showcase last night.,,performance,manual_expansion,project_manual_annotation,,high,manual_seed,Verb usage
ext0008,Periodt,"That’s the best movie of all time, periodt.",definitely,Used to add emphasis to something,"That’s the best movie of all time, definitely.",,intensifier,external_dataset,MLBtrio/genz-slang-dataset,https://huggingface.co/datasets/MLBtrio/genz-slang-dataset,high,external_selected_auto,"Often used to add emphasis to a statement, signaling that there’s no further debate."
ex022,salty,He is still salty about getting cut from the team.,bitter,bitter,He is still bitter about getting cut from the team.,,emotion,manual_expansion,project_manual_annotation,,high,manual_seed,Emotion adjective
ex030,deadass,I deadass forgot the assignment was due tonight.,seriously,seriously,I seriously forgot the assignment was due tonight.,,intensifier,manual_expansion,project_manual_annotation,,high,manual_seed,Adverbial intensifier
kgmerge006,Gassed Up,I'm so gassed up for the concert.,Feeling excited or confident,Feeling excited or confident.,I'm so Feeling excited or confident for the concert.,,emotion,external_dataset,Kaggle: Gen Z words and Phrases Dataset,https://www.kaggle.com/datasets/tawfiayeasmin/gen-z-words-and-phrases-dataset,medium,external_selected_kaggle_curated,popularity=Medium
ex036,yapping,He kept yapping during the movie.,talking too much,talking too much,He kept talking too much during the movie.,,action_event,manual_expansion,project_manual_annotation,,high,manual_seed,Verb form
ext0013,Word,Let’s meet at 7. Word,"Slang for ""okay.""","Slang for ""okay.""","Let’s meet at 7. Slang for ""okay.""",,other,external_dataset,MLBtrio/genz-slang-dataset,https://huggingface.co/datasets/MLBtrio/genz-slang-dataset,high,external_selected_auto,A laid-back affirmation used in casual conversations.
ex026,tea,Spill the tea about what happened after the meeting.,gossip,gossip,Spill the gossip about what happened after the meeting.,,dating_social,manual_expansion,project_manual_annotation,,high,manual_seed,Noun usage
ex055,let him cook,"Let him cook, his argument is finally getting somewhere.",let him continue,let him continue,"let him continue, his argument is finally getting somewhere.",,action_event,manual_expansion,project_manual_annotation,,high,manual_seed,Memetic phrase
ex047,brainrot,My feed is pure exam brainrot now.,obsessive low-value fixation,obsessive low-value fixation,My feed is pure exam obsessive low-value fixation now.,,online,manual_expansion,project_manual_annotation,,high,manual_seed,Noun usage
ex029,finna,I am finna leave once this lecture ends.,about to,about to,I am about to leave once this lecture ends.,,action_event,manual_expansion,project_manual_annotation,,high,manual_seed,Future marker
ext0001,Dank,That meme is so dank!,excellent,excellent or of very high quality,That meme is so excellent!,,intensifier,external_dataset,MLBtrio/genz-slang-dataset,https://huggingface.co/datasets/MLBtrio/genz-slang-dataset,high,external_selected_auto,Commonly used in internet slang to refer to memes or humor that are edgy or particularly funny.
ex060,motion,He has motion on campus right now.,social momentum and attention,social momentum and attention,He has social momentum and attention on campus right now.,,other,manual_expansion,project_manual_annotation,,high,manual_seed,Noun usage
ex053,read,She read him for being rude to the server.,harshly called out,harshly called out,She harshly called out him for being rude to the server.,,dating_social,manual_expansion,project_manual_annotation,,high,manual_seed,Verb usage
ex037,valid,Your reason for dropping the course is valid.,reasonable,reasonable,Your reason for dropping the course is reasonable.,,judgment,manual_expansion,project_manual_annotation,,high,manual_seed,Positive evaluative adjective
ex008,ghosted,She ghosted me after our second date.,suddenly stopped replying,suddenly stopped replying,She suddenly stopped replying after our second date.,,dating_social,demo_seed,project_manual_annotation,,high,manual_seed,Action in context
ex051,snatched,Her eyeliner looked snatched in those photos.,perfectly done,perfectly done,Her eyeliner looked perfectly done in those photos.,,appearance_style,manual_expansion,project_manual_annotation,,high,manual_seed,Appearance compliment
ext0007,Snack,He showed up to the party looking like a whole snack.,attractive person,a person that you find attractive,He showed up to the party looking like a whole attractive person.,,dating_social,external_dataset,MLBtrio/genz-slang-dataset,https://huggingface.co/datasets/MLBtrio/genz-slang-dataset,high,external_selected_auto,"A compliment used in dating or flirting contexts, implying someone is good-looking and appealing."
ex019,bet,"Bet, I will send you the notes tonight.",okay,okay,"okay, I will send you the notes tonight.",,agreement_discourse,demo_seed,project_manual_annotation,,high,manual_seed,Agreement marker
ex023,based,That was a based take in class today.,admirably bold,admirably bold,That was an admirably bold take in class today.,,judgment,manual_expansion,project_manual_annotation,,high,manual_seed,Positive evaluative slang
kgmerge015,Tight,He's tight about what happened.,Angry or frustrated,Angry or frustrated.,He's Angry or frustrated about what happened.,,emotion,external_dataset,Kaggle: Gen Z words and Phrases Dataset,https://www.kaggle.com/datasets/tawfiayeasmin/gen-z-words-and-phrases-dataset,medium,external_selected_kaggle_curated,popularity=Medium
