id,slang_term,context_sentence,neutral_expression,neutral_paraphrase,neutral_sentence,neutral_alternatives,category,source_type,source_name,source_url,confidence,review_status,notes
ex004,rizz,He has absurd rizz when he talks to strangers.,charisma,charisma,He has absurd charisma when he talks to strangers.,,dating_social,demo_seed,project_manual_annotation,,high,manual_seed,Short noun paraphrase
ex026,tea,Spill the tea about what happened after the meeting.,gossip,gossip,Spill the gossip about what happened after the meeting.,,dating_social,manual_expansion,project_manual_annotation,,high,manual_seed,Noun usage
ex021,cringe,That brand response was so cringe.,embarrassing,embarrassing,That brand response was so embarrassing.,,judgment,manual_expansion,project_manual_annotation,,high,manual_seed,High-confidence adjective usage
ex047,brainrot,My feed is pure exam brainrot now.,obsessive low-value fixation,obsessive low-value fixation,My feed is pure exam obsessive low-value fixation now.,,online,manual_expansion,project_manual_annotation,,high,manual_seed,Noun usage
ext0004,Dope,That jacket is dope.,Cool or excellent,Cool or excellent.,That jacket is Cool or excellent.,,performance,external_dataset,Kaggle: Gen Z words and Phrases Dataset,https://www.kaggle.com/datasets/tawfiayeasmin/gen-z-words-and-phrases-dataset,high,external_selected_auto,popularity=High
ex051,snatched,Her eyeliner looked snatched in those photos.,perfectly done,perfectly done,Her eyeliner looked perfectly done in those photos.,,appearance_style,manual_expansion,project_manual_annotation,,high,manual_seed,Appearance compliment
ex044,ick,The way he chews gives me the ick.,a feeling of sudden disgust,a feeling of sudden disgust,The way he chews gives me the a feeling of sudden disgust.,,dating_social,manual_expansion,project_manual_annotation,,high,manual_seed,Noun phrase
ex029,finna,I am finna leave once this lecture ends.,about to,about to,I am about to leave once this lecture ends.,,action_event,manual_expansion,project_manual_annotation,,high,manual_seed,Future marker
ex057,ate that,She ate that answer in the interview.,did that extremely well,did that extremely well,She did that extremely well answer in the interview.,,performance,manual_expansion,project_manual_annotation,,high,manual_seed,Phrase-level positive evaluation
ex056,its giving,That outfit is giving early-2000s pop star.,it resembles,it resembles,That outfit resembles an early-2000s pop star.,,appearance_style,manual_expansion,project_manual_annotation,,high,manual_seed,Phrase-level comparison
ex050,go off,"When he started talking about music theory, he really went off.",spoke passionately at length,spoke passionately at length,"When he started talking about music theory, he spoke passionately at length.",,action_event,manual_expansion,project_manual_annotation,,high,manual_seed,Phrase-level slang
ex036,yapping,He kept yapping during the movie.,talking too much,talking too much,He kept talking too much during the movie.,,action_event,manual_expansion,project_manual_annotation,,high,manual_seed,Verb form
ex008,ghosted,She ghosted me after our second date.,suddenly stopped replying,suddenly stopped replying,She suddenly stopped replying after our second date.,,dating_social,demo_seed,project_manual_annotation,,high,manual_seed,Action in context
ex048,aura,Missing that easy layup cost him aura.,social prestige,social prestige,Missing that easy layup cost him social prestige.,,other,manual_expansion,project_manual_annotation,,high,manual_seed,Noun usage
ext0002,Cancelled,She got cancelled after that post.,Publicly denounced and rejected,Publicly denounced and rejected.,She got Publicly denounced and rejected after that post.,,other,external_dataset,Kaggle: Gen Z words and Phrases Dataset,https://www.kaggle.com/datasets/tawfiayeasmin/gen-z-words-and-phrases-dataset,high,external_selected_auto,popularity=High
ex019,bet,"Bet, I will send you the notes tonight.",okay,okay,"okay, I will send you the notes tonight.",,agreement_discourse,demo_seed,project_manual_annotation,,high,manual_seed,Agreement marker
ex023,based,That was a based take in class today.,admirably bold,admirably bold,That was an admirably bold take in class today.,,judgment,manual_expansion,project_manual_annotation,,high,manual_seed,Positive evaluative slang
